State/Area,Year,Month,Total Civilian Labor Force in State/Area,Percent (%) of State/Area's Population,Total Employment in State/Area,Percent (%) of Labor Force Employed in State/Area,Total Unemployment in State/Area,Percent (%) of Labor Force Unemployed in State/Area
North Carolina,1996,12,3936421,68.2,3776388,65.4,160033,4.1
North Dakota,1996,12,348379,71.8,337686,69.6,10693,3.1
Ohio,1996,12,5678460,66.5,5390556,63.1,287904,5.1
Oklahoma,1996,12,1600852,64.1,1536182,61.5,64670,4.0
Oregon,1996,12,1726466,68.4,1624996,64.4,101470,5.9
Pennsylvania,1996,12,6036201,64.1,5716802,60.7,319399,5.3
Rhode Island,1996,12,524409,66.2,496171,62.6,28238,5.4
South Carolina,1996,12,1912501,66.6,1804725,62.8,107776,5.6
South Dakota,1996,12,391744,71.6,379313,69.3,12431,3.2
Tennessee,1996,12,2781341,66.5,2629112,62.8,152229,5.5
Texas,1996,12,9830983,69.2,9272462,65.3,558521,5.7
Utah,1996,12,1055025,71.6,1019340,69.2,35685,3.4
Vermont,1996,12,327402,71.8,312995,68.6,14407,4.4
Virginia,1996,12,3456766,68.0,3305490,65.0,151276,4.4
Washington,1996,12,2927542,69.2,2766267,65.4,161275,5.5
West Virginia,1996,12,792499,55.1,733141,51.0,59358,7.5
Wisconsin,1996,12,2927299,73.7,2823237,71.1,104062,3.6
Wyoming,1996,12,255770,70.1,242548,66.5,13222,5.2
Alabama,1997,1,2118833,64.2,2009942,60.9,108891,5.1
Alaska,1997,1,310662,73.6,287746,68.1,22916,7.4
Arizona,1997,1,2296685,65.0,2174126,61.5,122559,5.3
Arkansas,1997,1,1238426,63.4,1173905,60.1,64521,5.2
California,1997,1,15618081,66.0,14543009,61.5,1075072,6.9
Los Angeles County,1997,1,4377240,65.1,4045986,60.2,331254,7.6
Colorado,1997,1,2168878,72.0,2087271,69.3,81607,3.8
Connecticut,1997,1,1757646,68.5,1665799,65.0,91847,5.2
Delaware,1997,1,391272,68.6,372127,65.2,19145,4.9
District of Columbia,1997,1,287986,63.7,264951,58.6,23035,8.0
Florida,1997,1,7284573,62.2,6908554,59.0,376019,5.2
Georgia,1997,1,3893440,68.7,3706215,65.4,187225,4.8
Hawaii,1997,1,601288,68.0,564924,63.9,36364,6.0
Idaho,1997,1,627482,70.4,593829,66.6,33653,5.4
Illinois,1997,1,6264684,68.6,5945892,65.1,318792,5.1
Indiana,1997,1,3097220,68.8,2991013,66.5,106207,3.4
Iowa,1997,1,1607063,73.1,1550766,70.5,56297,3.5
Kansas,1997,1,1376980,70.6,1319421,67.7,57559,4.2
Kentucky,1997,1,1905243,63.5,1795583,59.9,109660,5.8
Louisiana,1997,1,2001102,61.9,1877683,58.0,123419,6.2
Maine,1997,1,659521,68.1,624212,64.5,35309,5.4
Maryland,1997,1,2767733,71.4,2633334,67.9,134399,4.9
Massachusetts,1997,1,3283299,68.3,3139784,65.4,143515,4.4
Michigan,1997,1,4929741,66.7,4699501,63.6,230240,4.7
Minnesota,1997,1,2667432,74.8,2573237,72.1,94195,3.5
Mississippi,1997,1,1270737,62.4,1196201,58.7,74536,5.9
Missouri,1997,1,2919921,70.9,2782121,67.6,137800,4.7
Montana,1997,1,449999,67.1,425175,63.4,24824,5.5
Nebraska,1997,1,917061,73.1,893314,71.3,23747,2.6
Nevada,1997,1,922463,69.7,879117,66.4,43346,4.7
New Hampshire,1997,1,644398,71.4,620966,68.8,23432,3.6
New Jersey,1997,1,4243424,67.6,3996558,63.6,246866,5.8
New Mexico,1997,1,816099,63.2,757945,58.7,58154,7.1
New York,1997,1,8927761,62.6,8349931,58.5,577830,6.5
New York city,1997,1,3478992,58.0,3145785,52.5,333207,9.6
North Carolina,1997,1,3945342,68.2,3786572,65.5,158770,4.0
North Dakota,1997,1,348481,71.8,337795,69.6,10686,3.1
Ohio,1997,1,5683545,66.5,5394515,63.2,289030,5.1
Oklahoma,1997,1,1601959,64.1,1536981,61.5,64978,4.1
Oregon,1997,1,1728097,68.4,1626081,64.3,102016,5.9
Pennsylvania,1997,1,6040661,64.1,5720280,60.7,320381,5.3
Rhode Island,1997,1,525549,66.3,496836,62.7,28713,5.5
South Carolina,1997,1,1915773,66.6,1809872,62.9,105901,5.5
South Dakota,1997,1,391774,71.6,379491,69.3,12283,3.1
Tennessee,1997,1,2781307,66.4,2628136,62.7,153171,5.5
Texas,1997,1,9847371,69.2,9283773,65.3,563598,5.7
Utah,1997,1,1056851,71.6,1021529,69.3,35322,3.3
Vermont,1997,1,327498,71.7,313187,68.5,14311,4.4
Virginia,1997,1,3459125,67.9,3307659,65.0,151466,4.4
Washington,1997,1,2932060,69.2,2773291,65.4,158769,5.4
West Virginia,1997,1,791866,55.1,732977,51.0,58889,7.4
Wisconsin,1997,1,2928223,73.7,2822608,71.0,105615,3.6
Wyoming,1997,1,255643,70.1,242430,66.5,13213,5.2
Alabama,1997,2,2121101,64.3,2012414,61.0,108687,5.1
Alaska,1997,2,310956,73.6,288118,68.2,22838,7.3
Arizona,1997,2,2294012,64.8,2175360,61.4,118652,5.2
Arkansas,1997,2,1238133,63.3,1174040,60.0,64093,5.2
California,1997,2,15648451,66.1,14586270,61.6,1062181,6.8
Los Angeles County,1997,2,4385289,65.2,4058515,60.3,326774,7.5
Colorado,1997,2,2175382,72.1,2096135,69.5,79247,3.6
Connecticut,1997,2,1757626,68.6,1666824,65.0,90802,5.2
Delaware,1997,2,390974,68.5,372302,65.3,18672,4.8
District of Columbia,1997,2,287113,63.6,264330,58.6,22783,7.9
Florida,1997,2,7300060,62.2,6925178,59.0,374882,5.1
Georgia,1997,2,3902864,68.7,3716822,65.5,186042,4.8
Hawaii,1997,2,601521,68.0,565180,63.9,36341,6.0
Idaho,1997,2,628378,70.4,594845,66.7,33533,5.3
Illinois,1997,2,6267959,68.6,5952698,65.1,315261,5.0
Indiana,1997,2,3100416,68.9,2994801,66.6,105615,3.4
Iowa,1997,2,1605070,73.0,1549862,70.4,55208,3.4
